LevelName	Status	Runtime_ms	Pushes	Moves	GeneratedStates	ExpandedNodes	TotalChildren	EffectiveChildren	RepeatedNodes	Deadlocks	BranchingReal	BranchingEffective	BranchingClassic	Redundancy	PathStates	PathBoxLines	PathBoxChanges	PathBranchingRealAvg	PathBranchingEffectiveAvg
10 - Jordi Doménech - 319 [likes=6, dislikes=0, completion=0.822727272727273, like_ratio=1.0, like_rate=0.0272727272727273, tedium=12.0]	SOLVED	9.9558	8	24	12	12	96	20	6	16	8	1.66667	1.36426	16	0	0	0	0.0	0.0
47 - Jordi Doménech - 320 [likes=5, dislikes=0, completion=0.62882096069869, like_ratio=1.0, like_rate=0.0218340611353712, tedium=13.6666666666667]	SOLVED	10.605	16	45	44	84	1008	97	47	116	12	1.15476	1.31907	21.4468	0	0	0	0.0	0.0
51 - Jordi Doménech - 321 [likes=5, dislikes=0, completion=0.771551724137931, like_ratio=1.0, like_rate=0.021551724137931, tedium=14.3333333333333]	SOLVED	10.4384	15	45	49	66	792	108	33	99	12	1.63636	1.32222	24	0	0	0	0.0	0.0
10 - Jordi Doménech - 322 [likes=2, dislikes=0, completion=0.263157894736842, like_ratio=1.0, like_rate=0.0080971659919028, tedium=17.75]	SOLVED	16.4115	17	81	332	441	7056	649	209	357	16	1.47166	1.43072	33.7608	0	0	0	0.0	0.0
1 - Jordi Doménech - 323 [likes=5, dislikes=0, completion=0.708333333333333, like_ratio=1.0, like_rate=0.0231481481481481, tedium=34.5]	SOLVED	9.5081	11	79	17	20	160	39	9	9	8	1.95	1.31303	17.7778	0	0	0	0.0	0.0
12 - Marti Homs Caussa - 324 [likes=5, dislikes=0, completion=0.288372093023256, like_ratio=1.0, like_rate=0.0232558139534884, tedium=15.8333333333333]	SOLVED	115.136	33	237	1366	4736	113664	6502	12244	6465	24	1.37289	1.29234	9.28324	0	0	0	0.0	0.0
3 - Marti Homs Caussa - 325 [likes=2, dislikes=0, completion=0.497536945812808, like_ratio=1.0, like_rate=0.0098522167487684, tedium=15.3333333333333]	SOLVED	13.1498	16	56	92	256	3072	266	331	539	12	1.03906	1.41421	9.28097	0	0	0	0.0	0.0
90 - Alberto García - 326 [likes=2, dislikes=0, completion=0.820388349514563, like_ratio=1.0, like_rate=0.0097087378640776, tedium=3.8]	SOLVED	10.682	10	33	30	47	940	88	28	70	20	1.87234	1.46964	33.5714	0	0	0	0.0	0.0
50 - Alberto García - 327 [likes=3, dislikes=0, completion=0.330434782608696, like_ratio=1.0, like_rate=0.0130434782608696, tedium=15.4]	SOLVED	27.0366	22	87	295	693	13860	793	1205	2233	20	1.1443	1.34625	11.5021	0	0	0	0.0	0.0
7 - Alberto García - 328 [likes=3, dislikes=0, completion=0.809090909090909, like_ratio=1.0, like_rate=0.0136363636363636, tedium=16.0]	SOLVED	11.6611	9	52	14	17	204	30	16	32	12	1.76471	1.36999	12.75	0	0	0	0.0	0.0
20 - Alberto García - 329 [likes=4, dislikes=0, completion=0.870292887029289, like_ratio=1.0, like_rate=0.0167364016736402, tedium=6.0]	SOLVED	9.93814	8	23	17	17	204	30	0	27	12	1.76471	1.42497	0	0	0	0	0.0	0.0
15 - Alberto García - 330 [likes=2, dislikes=0, completion=0.866071428571429, like_ratio=1.0, like_rate=0.0059523809523809, tedium=16.0]	SOLVED	14.2095	16	81	77	99	1188	367	124	84	12	3.70707	1.33268	9.58065	0	0	0	0.0	0.0
5 - Alberto García - 331 [likes=4, dislikes=0, completion=0.841409691629956, like_ratio=1.0, like_rate=0.0176211453744493, tedium=3.14285714285714]	SOLVED	9.99986	10	34	23	29	812	104	4	49	28	3.58621	1.40036	203	0	0	0	0.0	0.0
4 - Alberto García - 332 [likes=4, dislikes=0, completion=0.786407766990291, like_ratio=1.0, like_rate=0.0194174757281553, tedium=6.4]	SOLVED	11.4177	14	34	97	117	2340	312	43	126	20	2.66667	1.40517	54.4186	0	0	0	0.0	0.0
13 - Alberto García - 333 [likes=2, dislikes=0, completion=0.791469194312796, like_ratio=1.0, like_rate=0.0094786729857819, tedium=17.8]	SOLVED	13.8147	29	111	262	281	5620	485	43	783	20	1.72598	1.21461	130.698	0	0	0	0.0	0.0
1 - Alberto García - 334 [likes=4, dislikes=0, completion=0.726072607260726, like_ratio=1.0, like_rate=0.0132013201320132, tedium=18.0]	SOLVED	12.5627	22	140	141	167	2672	445	88	224	16	2.66467	1.26192	30.3636	0	0	0	0.0	0.0
46 - Alberto García - 335 [likes=3, dislikes=0, completion=0.893023255813953, like_ratio=1.0, like_rate=0.013953488372093, tedium=13.5]	SOLVED	9.67127	11	53	25	32	256	68	21	8	8	2.125	1.37035	12.1905	0	0	0	0.0	0.0
7 - Alberto García - 336 [likes=3, dislikes=0, completion=0.773504273504274, like_ratio=1.0, like_rate=0.0128205128205128, tedium=31.0]	SOLVED	17.2288	28	239	240	322	3864	781	464	333	12	2.42547	1.22904	8.32759	0	0	0	0.0	0.0
33 - Alberto García - 337 [likes=3, dislikes=0, completion=0.804761904761905, like_ratio=1.0, like_rate=0.0142857142857143, tedium=13.75]	SOLVED	10.2736	18	59	59	59	944	89	6	58	16	1.50847	1.25424	157.333	0	0	0	0.0	0.0
48 - Alberto García - 338 [likes=6, dislikes=0, completion=0.855721393034826, like_ratio=1.0, like_rate=0.0298507462686567, tedium=9.5]	SOLVED	14.0643	13	94	90	103	1648	598	127	305	16	5.80583	1.42835	12.9764	0	0	0	0.0	0.0
6 - Alberto García - 339 [likes=2, dislikes=0, completion=0.811659192825112, like_ratio=1.0, like_rate=0.0089686098654708, tedium=12.0]	SOLVED	9.49596	15	42	37	41	492	69	12	48	12	1.68293	1.28091	41	0	0	0	0.0	0.0
45 - Alberto García - 340 [likes=4, dislikes=0, completion=0.792828685258964, like_ratio=1.0, like_rate=0.0159362549800797, tedium=37.0]	SOLVED	1457.91	40	185	1495	45354	544248	67935	125176	85525	12	1.49788	1.30742	4.34786	0	0	0	0.0	0.0
28 - Alberto García - 341 [likes=2, dislikes=0, completion=0.796019900497512, like_ratio=1.0, like_rate=0.0099502487562189, tedium=22.3333333333333]	SOLVED	13.3088	18	83	131	203	2436	274	153	205	12	1.34975	1.34337	15.9216	0	0	0	0.0	0.0
1 - Alberto García - 342 [likes=5, dislikes=0, completion=0.75975975975976, like_ratio=1.0, like_rate=0.015015015015015, tedium=12.0]	SOLVED	12.2193	18	91	102	165	2640	337	165	208	16	2.04242	1.32799	16	0	0	0	0.0	0.0
19 - Alberto García - 343 [likes=2, dislikes=0, completion=0.7375, like_ratio=1.0, like_rate=0.0083333333333333, tedium=36.0]	SOLVED	20.578	31	166	381	567	6804	852	845	960	12	1.50265	1.22695	8.05207	0	0	0	0.0	0.0
42 - Alberto García - 344 [likes=2, dislikes=0, completion=0.909502262443439, like_ratio=1.0, like_rate=0.0090497737556561, tedium=7.2]	SOLVED	10.9917	12	84	62	74	1480	257	58	60	20	3.47297	1.43143	25.5172	0	0	0	0.0	0.0
43 - Alberto García - 345 [likes=3, dislikes=0, completion=0.805825242718447, like_ratio=1.0, like_rate=0.0145631067961165, tedium=9.66666666666667]	SOLVED	10.2172	7	37	19	22	264	50	18	45	12	2.27273	1.55516	14.6667	0	0	0	0.0	0.0
14 - Alberto García - 346 [likes=4, dislikes=1, completion=0.839449541284404, like_ratio=0.8, like_rate=0.018348623853211, tedium=35.0]	SOLVED	22.043	45	216	463	545	8720	1427	560	2034	16	2.61835	1.15029	15.5714	0	0	0	0.0	0.0
22 - Alberto García - 347 [likes=2, dislikes=0, completion=0.781659388646288, like_ratio=1.0, like_rate=0.0087336244541484, tedium=28.0]	SOLVED	36.8768	27	126	475	961	11532	1947	2356	1367	12	2.02601	1.28965	4.89474	0	0	0	0.0	0.0
3 - Alberto García - 348 [likes=3, dislikes=0, completion=0.73109243697479, like_ratio=1.0, like_rate=0.0126050420168067, tedium=29.0]	SOLVED	51.6925	29	188	1125	2261	36176	3506	3422	3323	16	1.55064	1.30517	10.5716	0	0	0	0.0	0.0
21 - Alberto García - 349 [likes=1, dislikes=0, completion=0.766990291262136, like_ratio=1.0, like_rate=0.0048543689320388, tedium=16.0]	SOLVED	22.8292	15	132	315	462	7392	1207	702	698	16	2.61255	1.50537	10.5299	0	0	0	0.0	0.0
16 - Alberto García - 350 [likes=3, dislikes=0, completion=0.833333333333333, like_ratio=1.0, like_rate=0.0128205128205128, tedium=11.75]	SOLVED	15.2404	15	90	180	281	4496	782	230	121	16	2.78292	1.45629	19.5478	0	0	0	0.0	0.0
50 - Alberto García - 351 [likes=5, dislikes=0, completion=0.538745387453875, like_ratio=1.0, like_rate=0.018450184501845, tedium=11.75]	SOLVED	10.9328	16	47	58	72	1152	91	33	116	16	1.26389	1.30642	34.9091	0	0	0	0.0	0.0
11 - Alberto García - 352 [likes=2, dislikes=0, completion=0.81294964028777, like_ratio=1.0, like_rate=0.0071942446043165, tedium=36.5]	SOLVED	10.5633	14	106	33	45	360	93	54	51	8	2.06667	1.31246	6.66667	0	0	0	0.0	0.0
5 - Alberto García - 353 [likes=3, dislikes=0, completion=0.861244019138756, like_ratio=1.0, like_rate=0.0143540669856459, tedium=13.25]	SOLVED	14.4184	18	105	151	189	3024	661	290	325	16	3.49735	1.33804	10.4276	0	0	0	0.0	0.0
8 - Alberto García - 354 [likes=4, dislikes=0, completion=0.854785478547855, like_ratio=1.0, like_rate=0.0132013201320132, tedium=7.33333333333333]	SOLVED	9.74796	11	27	48	48	576	67	4	75	12	1.39583	1.42181	144	0	0	0	0.0	0.0
7 - Alberto García - 355 [likes=6, dislikes=0, completion=0.651260504201681, like_ratio=1.0, like_rate=0.0252100840336134, tedium=21.75]	SOLVED	33.7042	32	89	595	1365	21840	1635	1143	2112	16	1.1978	1.25306	19.1076	0	0	0	0.0	0.0
6 - Alberto García - 356 [likes=5, dislikes=0, completion=0.724696356275304, like_ratio=1.0, like_rate=0.0202429149797571, tedium=17.6666666666667]	SOLVED	12.8496	13	67	48	53	636	151	69	74	12	2.84906	1.35718	9.21739	0	0	0	0.0	0.0
16 - Alberto García - 357 [likes=4, dislikes=0, completion=0.897560975609756, like_ratio=1.0, like_rate=0.0195121951219512, tedium=5.0]	SOLVED	10.0988	5	10	6	6	48	24	3	12	8	4	1.43097	16	0	0	0	0.0	0.0
10 - Alberto García - 358 [likes=4, dislikes=0, completion=0.797235023041475, like_ratio=1.0, like_rate=0.0184331797235023, tedium=13.6666666666667]	SOLVED	10.68	15	43	77	93	1116	140	60	91	12	1.50538	1.3528	18.6	0	0	0	0.0	0.0
13 - Alberto García - 359 [likes=3, dislikes=0, completion=0.73972602739726, like_ratio=1.0, like_rate=0.0136986301369863, tedium=11.25]	SOLVED	11.5272	17	47	100	113	1808	293	72	62	16	2.59292	1.32059	25.1111	0	0	0	0.0	0.0
44 - Alberto García - 360 [likes=2, dislikes=0, completion=0.73, like_ratio=1.0, like_rate=0.01, tedium=9.0]	SOLVED	11.1292	13	53	42	60	1200	133	27	70	20	2.21667	1.37019	44.4444	0	0	0	0.0	0.0
7 - Alberto García - 361 [likes=1, dislikes=0, completion=0.716049382716049, like_ratio=1.0, like_rate=0.0041152263374485, tedium=15.0]	SOLVED	14.1564	12	45	85	151	1812	344	207	296	12	2.27815	1.51908	8.75362	0	0	0	0.0	0.0
6 - Alberto García - 362 [likes=2, dislikes=0, completion=0.881773399014778, like_ratio=1.0, like_rate=0.0098522167487684, tedium=9.0]	SOLVED	20.3061	15	59	291	365	7300	1212	402	372	20	3.32055	1.4819	18.1592	0	0	0	0.0	0.0
24 - Alberto García - 363 [likes=1, dislikes=0, completion=0.651960784313726, like_ratio=1.0, like_rate=0.0049019607843137, tedium=5.0]	SOLVED	10.2588	8	25	15	16	320	51	8	24	20	3.1875	1.41421	40	0	0	0	0.0	0.0
1 - Alberto García - 364 [likes=2, dislikes=0, completion=0.805785123966942, like_ratio=1.0, like_rate=0.0082644628099173, tedium=38.0]	SOLVED	17.7427	34	165	165	266	3192	522	342	273	12	1.96241	1.17847	9.33333	0	0	0	0.0	0.0
11 - Alberto García - 365 [likes=2, dislikes=0, completion=0.761467889908257, like_ratio=1.0, like_rate=0.0091743119266055, tedium=11.5]	SOLVED	12.4596	10	59	49	60	960	310	83	70	16	5.16667	1.50597	11.5663	0	0	0	0.0	0.0
9 - Alberto García - 366 [likes=1, dislikes=0, completion=0.857707509881423, like_ratio=1.0, like_rate=0.0039525691699604, tedium=6.0]	SOLVED	9.66522	6	26	9	11	176	27	1	14	16	2.45455	1.4913	176	0	0	0	0.0	0.0
6 - Dries De Clercq - 367 [likes=5, dislikes=0, completion=0.520661157024793, like_ratio=1.0, like_rate=0.0206611570247934, tedium=19.25]	SOLVED	13.3704	28	85	156	245	3920	272	267	328	16	1.1102	1.2171	14.6816	0	0	0	0.0	0.0
1 - Dries De Clercq - 368 [likes=17, dislikes=0, completion=0.572207084468665, like_ratio=1.0, like_rate=0.0463215258855586, tedium=21.0]	SOLVED	10.249	21	63	42	45	540	49	13	45	12	1.08889	1.19874	41.5385	0	0	0	0.0	0.0
14 - Dries De Clercq - 369 [likes=5, dislikes=0, completion=0.27536231884058, like_ratio=1.0, like_rate=0.0241545893719807, tedium=47.0]	SOLVED	13.7968	32	159	111	160	1920	176	256	283	12	1.1	1.17187	7.5	0	0	0	0.0	0.0
2 - Dries De Clercq - 370 [likes=13, dislikes=0, completion=0.574534161490683, like_ratio=1.0, like_rate=0.0403726708074534, tedium=25.3333333333333]	SOLVED	11.0561	22	76	99	126	1512	135	115	134	12	1.07143	1.24587	13.1478	0	0	0	0.0	0.0
9 - Dries De Clercq - 371 [likes=3, dislikes=0, completion=0.55, like_ratio=1.0, like_rate=0.0136363636363636, tedium=33.0]	SOLVED	16.2083	31	129	120	395	4740	491	542	685	12	1.24304	1.21272	8.74539	0	0	0	0.0	0.0
5 - Dries De Clercq - 372 [likes=10, dislikes=0, completion=0.294906166219839, like_ratio=1.0, like_rate=0.0268096514745308, tedium=35.3333333333333]	SOLVED	14.6016	32	110	183	264	3168	280	246	287	12	1.06061	1.19035	12.878	0	0	0	0.0	0.0
4 - Dries De Clercq - 373 [likes=13, dislikes=0, completion=0.349358974358974, like_ratio=1.0, like_rate=0.0416666666666667, tedium=34.3333333333333]	SOLVED	14.3946	31	105	180	283	3396	300	336	431	12	1.06007	1.19975	10.1071	0	0	0	0.0	0.0
8 - Dries De Clercq - 374 [likes=5, dislikes=0, completion=0.504385964912281, like_ratio=1.0, like_rate=0.0219298245614035, tedium=33.0]	SOLVED	14.5721	30	113	183	304	3648	339	430	394	12	1.11513	1.20994	8.48372	0	0	0	0.0	0.0
7 - Yoshio Murase - 375 [likes=3, dislikes=0, completion=0.787128712871287, like_ratio=1.0, like_rate=0.0148514851485149, tedium=19.0]	SOLVED	11.621	15	71	53	68	816	109	75	109	12	1.60294	1.32485	10.88	0	0	0	0.0	0.0
6 - Yoshio Murase - 376 [likes=4, dislikes=0, completion=0.615023474178404, like_ratio=1.0, like_rate=0.0187793427230047, tedium=19.6666666666667]	SOLVED	13.3279	16	71	77	115	1380	171	90	125	12	1.48696	1.34522	15.3333	0	0	0	0.0	0.0
32 - Yoshio Murase - 377 [likes=3, dislikes=0, completion=0.569506726457399, like_ratio=1.0, like_rate=0.0134529147982063, tedium=24.6666666666667]	SOLVED	17.7973	23	93	201	375	4500	395	525	625	12	1.05333	1.29394	8.57143	0	0	0	0.0	0.0
1 - Yoshio Murase - 378 [likes=12, dislikes=0, completion=0.456591639871383, like_ratio=1.0, like_rate=0.0385852090032154, tedium=28.6666666666667]	SOLVED	10.945	13	86	52	67	804	81	52	157	12	1.20896	1.38187	15.4615	0	0	0	0.0	0.0
3 - Yoshio Murase - 379 [likes=5, dislikes=0, completion=0.687285223367698, like_ratio=1.0, like_rate=0.0171821305841924, tedium=14.6666666666667]	SOLVED	10.247	14	58	46	65	780	96	44	104	12	1.47692	1.34739	17.7273	0	0	0	0.0	0.0
21 - Yoshio Murase - 380 [likes=3, dislikes=0, completion=0.748815165876777, like_ratio=1.0, like_rate=0.014218009478673, tedium=27.3333333333333]	SOLVED	11.0916	20	117	70	93	1116	143	122	139	12	1.53763	1.25437	9.14754	0	0	0	0.0	0.0
2 - Yoshio Murase - 381 [likes=4, dislikes=0, completion=0.431547619047619, like_ratio=1.0, like_rate=0.0119047619047619, tedium=32.0]	SOLVED	15.9186	19	114	117	317	3804	347	361	495	12	1.09464	1.35405	10.5374	0	0	0	0.0	0.0
5 - Yoshio Murase - 382 [likes=6, dislikes=0, completion=0.568281938325991, like_ratio=1.0, like_rate=0.026431718061674, tedium=23.6666666666667]	SOLVED	14.0709	21	73	216	315	3780	390	303	322	12	1.2381	1.31513	12.4752	0	0	0	0.0	0.0
4 - Yoshio Murase - 383 [likes=4, dislikes=0, completion=0.781746031746032, like_ratio=1.0, like_rate=0.0158730158730159, tedium=12.6666666666667]	SOLVED	10.7653	18	47	61	67	804	172	42	55	12	2.56716	1.26313	19.1429	0	0	0	0.0	0.0
8 - Yoshio Murase - 384 [likes=2, dislikes=0, completion=0.700892857142857, like_ratio=1.0, like_rate=0.0089285714285714, tedium=20.0]	SOLVED	11.2656	19	68	57	68	816	121	53	77	12	1.77941	1.24867	15.3962	0	0	0	0.0	0.0
10 - Yoshio Murase - 385 [likes=3, dislikes=0, completion=0.47867298578199, like_ratio=1.0, like_rate=0.014218009478673, tedium=15.6666666666667]	SOLVED	10.6762	14	53	68	84	1008	116	77	138	12	1.38095	1.3723	13.0909	0	0	0	0.0	0.0
2 - Yoshio Murase - 386 [likes=1, dislikes=0, completion=0.418604651162791, like_ratio=1.0, like_rate=0.0046511627906976, tedium=30.0]	SOLVED	14.5492	18	118	131	318	3816	354	429	548	12	1.11321	1.37728	8.8951	0	0	0	0.0	0.0
1 - Laura Wheeler - 387 [likes=5, dislikes=0, completion=0.830188679245283, like_ratio=1.0, like_rate=0.0188679245283019, tedium=5.25]	SOLVED	21.7816	13	47	258	278	4448	2056	333	111	16	7.39568	1.54171	13.3574	0	0	0	0.0	0.0
4 - Laura Wheeler - 388 [likes=5, dislikes=0, completion=0.767326732673267, like_ratio=1.0, like_rate=0.0247524752475248, tedium=12.5]	SOLVED	9.9079	9	66	23	24	384	86	3	25	16	3.58333	1.4235	128	0	0	0	0.0	0.0
1 - Shaggath - 389 [likes=6, dislikes=0, completion=0.633064516129032, like_ratio=1.0, like_rate=0.0241935483870968, tedium=44.5]	SOLVED	32.5782	41	204	716	1323	21168	1562	1519	1895	16	1.18065	1.19161	13.9355	0	0	0	0.0	0.0
7 - Eric F. Tchong - 390 [likes=3, dislikes=0, completion=0.318627450980392, like_ratio=1.0, like_rate=0.0147058823529412, tedium=5.875]	SOLVED	22.3387	13	67	437	686	21952	1691	824	776	32	2.46501	1.65264	26.6408	0	0	0	0.0	0.0
3 - Aymeric du Peloux - 391 [likes=7, dislikes=0, completion=0.506329113924051, like_ratio=1.0, like_rate=0.029535864978903, tedium=41.0]	SOLVED	16.3242	30	159	166	352	4224	453	420	464	12	1.28693	1.21586	10.0571	0	0	0	0.0	0.0
4 - Aymeric du Peloux - 392 [likes=5, dislikes=0, completion=0.631578947368421, like_ratio=1.0, like_rate=0.0239234449760766, tedium=26.75]	SOLVED	53.5092	33	107	1006	2475	39600	2655	4718	4180	16	1.07273	1.26717	8.39339	0	0	0	0.0	0.0
1 - Aymeric du Peloux - 393 [likes=13, dislikes=0, completion=0.392294220665499, like_ratio=1.0, like_rate=0.0227670753064799, tedium=48.0]	SOLVED	19.5767	43	174	289	610	7320	691	720	801	12	1.13279	1.16085	10.1667	0	0	0	0.0	0.0
3 - Aymeric du Peloux - 394 [likes=5, dislikes=0, completion=0.286764705882353, like_ratio=1.0, like_rate=0.0183823529411765, tedium=45.0]	SOLVED	30.2	23	202	400	868	13888	984	1099	1419	16	1.13364	1.34203	12.6369	0	0	0	0.0	0.0
2 - Aymeric du Peloux - 395 [likes=11, dislikes=0, completion=0.381987577639752, like_ratio=1.0, like_rate=0.0341614906832298, tedium=73.0]	SOLVED	46.6739	88	314	1231	1651	26416	2279	1616	4086	16	1.38038	1.08784	16.3465	0	0	0	0.0	0.0
4 - Aymeric du Peloux - 396 [likes=5, dislikes=0, completion=0.427230046948357, like_ratio=1.0, like_rate=0.0234741784037559, tedium=51.5]	SOLVED	192.79	41	300	1664	5091	81456	5871	13061	9166	16	1.15321	1.23143	6.23658	0	0	0	0.0	0.0
1 - Aymeric du Peloux - 397 [likes=6, dislikes=0, completion=0.421259842519685, like_ratio=1.0, like_rate=0.0236220472440945, tedium=14.0]	SOLVED	31.0355	20	94	434	1010	20200	1237	1771	2892	20	1.22475	1.41324	11.406	0	0	0	0.0	0.0
13 - Aymeric du Peloux - 398 [likes=5, dislikes=0, completion=0.712550607287449, like_ratio=1.0, like_rate=0.0202429149797571, tedium=40.0]	SOLVED	21.0506	29	158	159	272	2176	389	522	154	8	1.43015	1.21325	4.16858	0	0	0	0.0	0.0
7 - Aymeric du Peloux - 399 [likes=6, dislikes=0, completion=0.67719298245614, like_ratio=1.0, like_rate=0.0210526315789474, tedium=30.5]	SOLVED	12.2265	18	87	48	95	760	147	111	79	8	1.54737	1.28787	6.84685	0	0	0	0.0	0.0
6 - Aymeric du Peloux - 400 [likes=8, dislikes=0, completion=0.610344827586207, like_ratio=1.0, like_rate=0.0275862068965517, tedium=33.0]	SOLVED	23.5319	30	108	355	481	5772	522	352	400	12	1.08524	1.22858	16.3977	0	0	0	0.0	0.0
24 - Aymeric du Peloux - 401 [likes=6, dislikes=0, completion=0.595, like_ratio=1.0, like_rate=0.03, tedium=59.0]	SOLVED	165.321	53	337	1702	4544	54528	4759	13467	5851	12	1.04732	1.17222	4.04901	0	0	0	0.0	0.0
12 - Aymeric du Peloux - 402 [likes=6, dislikes=0, completion=0.625514403292181, like_ratio=1.0, like_rate=0.0246913580246914, tedium=37.3333333333333]	SOLVED	17.7205	23	140	247	444	5328	660	585	492	12	1.48649	1.30348	9.10769	0	0	0	0.0	0.0
23 - Aymeric du Peloux - 403 [likes=4, dislikes=0, completion=0.701754385964912, like_ratio=1.0, like_rate=0.0175438596491228, tedium=49.5]	SOLVED	13.4629	30	171	98	136	1088	259	222	75	8	1.90441	1.17793	4.9009	0	0	0	0.0	0.0
1 - Aymeric du Peloux - 404 [likes=7, dislikes=0, completion=0.634883720930233, like_ratio=1.0, like_rate=0.0162790697674419, tedium=37.0]	SOLVED	12.2573	7	37	6	6	24	8	2	2	4	1.33333	1.29171	12	0	0	0	0.0	0.0
15 - Aymeric du Peloux - 405 [likes=7, dislikes=0, completion=0.692622950819672, like_ratio=1.0, like_rate=0.0286885245901639, tedium=41.0]	SOLVED	13.871	25	86	85	92	736	101	75	78	8	1.09783	1.19826	9.81333	0	0	0	0.0	0.0
3 - Aymeric du Peloux - 406 [likes=9, dislikes=0, completion=0.569920844327177, like_ratio=1.0, like_rate=0.0237467018469657, tedium=23.0]	SOLVED	10.9827	11	91	32	36	432	51	20	71	12	1.41667	1.3851	21.6	0	0	0	0.0	0.0
21 - Aymeric du Peloux - 407 [likes=4, dislikes=0, completion=0.623255813953488, like_ratio=1.0, like_rate=0.0186046511627907, tedium=35.5]	SOLVED	24.1612	27	71	127	156	1248	169	129	142	8	1.08333	1.20567	9.67442	0	0	0	0.0	0.0
17 - Aymeric du Peloux - 408 [likes=6, dislikes=0, completion=0.725738396624473, like_ratio=1.0, like_rate=0.0253164556962025, tedium=32.5]	SOLVED	10.1023	16	69	26	27	216	45	21	63	8	1.66667	1.22874	10.2857	0	0	0	0.0	0.0
16 - Aymeric du Peloux - 409 [likes=4, dislikes=0, completion=0.67487684729064, like_ratio=1.0, like_rate=0.0197044334975369, tedium=38.0]	SOLVED	30.76	36	134	261	344	4128	363	268	307	12	1.05523	1.17614	15.403	0	0	0	0.0	0.0
2 - Aymeric du Peloux - 410 [likes=6, dislikes=0, completion=0.696703296703297, like_ratio=1.0, like_rate=0.0131868131868132, tedium=30.0]	SOLVED	12.2554	11	64	19	23	184	36	15	26	8	1.56522	1.32982	12.2667	0	0	0	0.0	0.0
11 - Aymeric du Peloux - 411 [likes=6, dislikes=0, completion=0.714912280701754, like_ratio=1.0, like_rate=0.0263157894736842, tedium=37.0]	SOLVED	17.0051	16	100	70	97	776	141	147	103	8	1.45361	1.33099	5.27891	0	0	0	0.0	0.0
9 - Aymeric du Peloux - 412 [likes=7, dislikes=0, completion=0.684542586750789, like_ratio=1.0, like_rate=0.0220820189274448, tedium=42.5]	SOLVED	10.2694	14	101	33	35	280	56	35	30	8	1.6	1.28911	8	0	0	0	0.0	0.0
5 - Aymeric du Peloux - 413 [likes=6, dislikes=0, completion=0.674267100977199, like_ratio=1.0, like_rate=0.0195439739413681, tedium=52.0]	SOLVED	12.7607	27	122	123	155	1240	165	137	95	8	1.06452	1.20538	9.05109	0	0	0	0.0	0.0
27 - Aymeric du Peloux - 414 [likes=4, dislikes=0, completion=0.67156862745098, like_ratio=1.0, like_rate=0.0196078431372549, tedium=51.5]	SOLVED	25.0362	27	161	95	176	1408	201	232	164	8	1.14205	1.21106	6.06897	0	0	0	0.0	0.0
30 - Aymeric du Peloux - 415 [likes=7, dislikes=0, completion=0.393129770992366, like_ratio=1.0, like_rate=0.0267175572519084, tedium=56.0]	SOLVED	47.9911	46	204	591	1267	15204	1315	1983	1523	12	1.03788	1.16802	7.66717	0	0	0	0.0	0.0
4 - Aymeric du Peloux - 416 [likes=7, dislikes=0, completion=0.698245614035088, like_ratio=1.0, like_rate=0.0245614035087719, tedium=71.0]	SOLVED	9.65582	13	71	13	13	52	15	10	7	4	1.15385	1.21811	5.2	0	0	0	0.0	0.0
8 - Aymeric du Peloux - 417 [likes=7, dislikes=0, completion=0.601694915254237, like_ratio=1.0, like_rate=0.019774011299435, tedium=31.0]	SOLVED	13.0527	27	117	149	215	2580	268	252	332	12	1.24651	1.22008	10.2381	0	0	0	0.0	0.0
10 - Aymeric du Peloux - 418 [likes=7, dislikes=0, completion=0.475409836065574, like_ratio=1.0, like_rate=0.0229508196721311, tedium=34.0]	SOLVED	11.268	15	114	74	105	1260	163	87	149	12	1.55238	1.36379	14.4828	0	0	0	0.0	0.0
No. 01-01 - Aymeric du Peloux - 419 [likes=10, dislikes=0, completion=0.375, like_ratio=1.0, like_rate=0.0260416666666667, tedium=41.6666666666667]	SOLVED	12.156	24	125	105	177	2124	186	205	305	12	1.05085	1.2407	10.361	0	0	0	0.0	0.0
No. 02-01 - Aymeric du Peloux - 420 [likes=8, dislikes=0, completion=0.587443946188341, like_ratio=1.0, like_rate=0.0358744394618834, tedium=33.6666666666667]	SOLVED	19.1992	34	125	264	617	7404	684	848	1049	12	1.10859	1.208	8.73113	0	0	0	0.0	0.0
No. 01-02 - Aymeric du Peloux - 421 [likes=5, dislikes=0, completion=0.23030303030303, like_ratio=1.0, like_rate=0.0151515151515152, tedium=27.0]	SOLVED	13.0406	24	93	138	288	3456	313	349	601	12	1.08681	1.26612	9.90258	0	0	0	0.0	0.0
No. 01-03 - Aymeric du Peloux - 422 [likes=6, dislikes=0, completion=0.509708737864078, like_ratio=1.0, like_rate=0.029126213592233, tedium=52.6666666666667]	SOLVED	11.3835	16	158	73	110	1320	134	131	150	12	1.21818	1.34149	10.0763	0	0	0	0.0	0.0
19 - Buddy Casamis - 423 [likes=3, dislikes=0, completion=0.81057268722467, like_ratio=1.0, like_rate=0.013215859030837, tedium=3.0]	SOLVED	12.3929	17	41	103	121	4356	463	40	27	36	3.82645	1.32592	108.9	0	0	0	0.0	0.0
