board_string,width,height,boxes,is_solvable,dataset_type,shell_hash
"##############
####  @.  .  #
#   ##$ #    #
#   ##  $.####
###$ #  .#   #
##  ###.##  .#
##   #   #   #
##  ##$$##$###
##  ## $## ###
##      .    #
##############",14,11,7,0,"easy_negative",11598999321943387484
"###########
#   ### ###
#  .$   ###
#  $    @ #
# ### #$$ #
# ##    ###
#   #.#.###
##  $ . $ #
## #### # #
#### ..   #
###########",11,11,6,1,"positive",11567896717084404056
"##############
#  ###.####.##
#  ##    $   #
# ##  .  $# ##
# # ##.# $ $ #
# # #  # # ###
# # .$ ### ###
#.$ ### @#   #
### $ $ .# ###
###     ##.###
##############",14,11,8,0,"easy_negative",7891152219568871214
"###########
#   ### ###
#  .$  @###
#  $      #
# ### #$$ #
# ##    ###
#   #.#.###
##  $ . $ #
## #### # #
#### ..   #
###########",11,11,6,1,"positive",11567896717084404056
"##############
#  .      # @#
# #    ## #  #
#   ##### #  #
# ####  #### #
# ####  .### #
#.    .$     #
#   ###      #
###   # #  # #
###  ##   $  #
#### $       #
#  #$#  #  ###
#          ###
##############",14,14,4,0,"easy_negative",17307802077345419256
"########
#    . #
##.  ###
### $###
# $  ###
#    ###
####   #
# $. $.#
# @   ##
########
########",8,11,4,1,"positive",9527497163743425023
"########
#   @. #
##.  ###
### $###
# $  ###
#    ###
####   #
# $. $.#
#     ##
########
########",8,11,4,1,"positive",9527497163743425023
"########
#   @. #
##.  ###
### $###
# $  ###
# .  ###
####   #
# $  $.#
#     ##
########
########",8,11,4,0,"hard_negative",9527497163743425023
"########
#    . #
##.@ ###
### $###
# $  ###
#    ###
####   #
# $. $.#
#     ##
########
########",8,11,4,1,"positive",9527497163743425023
"########
#    . #
##.  ###
### $###
# $@ ###
#    ###
####   #
# $. $.#
#     ##
########
########",8,11,4,1,"positive",9527497163743425023
"########
#    . #
##.  ###
### $###
#@$  ###
#    ###
####   #
# $. $.#
#     ##
########
########",8,11,4,1,"positive",9527497163743425023
"##############
###..# ## # ##
###$ # #  .  #
#    # #### ##
##$$   $     #
##@ #####    #
##. $  ## ####
#   ##.    ###
# ###  #   ###
# ###  ##    #
##############",14,11,5,0,"easy_negative",921934359173285421
"##############
##### #    . #
#  #    #  ###
# ###.#### ###
# ## $#  #####
#.#   # ##  ##
# ## $#$ # ###
#          ###
# #  #  # # ##
#.        #  #
# ## #$      #
##   # ### # #
###  #   @####
##############",14,14,4,0,"easy_negative",2304266183768557284
"##############
#            #
####  . #@## #
## ####  $## #
#.  .. $#    #
#   $$ $# ####
####### #  . #
##############",14,8,5,0,"easy_negative",4060141544262045117
"########
###  . #
##  ####
# $ $  #
#   #$ #
#  ##  #
#####  #
##     #
### $ ##
##   ###
# . ####
### @ .#
###.   #
########",8,14,4,0,"easy_negative",5246775778049729949
"###########
#   ### ###
#  .$   ###
#@ $      #
# ### #$$ #
# ##    ###
#   #.#.###
##  $ . $ #
## #### # #
#### ..   #
###########",11,11,6,1,"positive",11567896717084404056
"###########
#######  ##
# #  #.  ##
#.$$.   .##
##  @$ $ ##
###$$##  ##
##.. ##  ##
###########",11,8,6,0,"easy_negative",4491082242987675732
"##############
######  ##   #
# # #   ##.# #
#    $.    . #
#  $   #### ##
#.#  #  @# . #
#   $     #$##
### ##   . $ #
## $#   ##  ##
#       ######
##############",14,11,6,0,"easy_negative",1905520803163591688
"###########
#   ### ###
#  .    ###
#@ $      #
# ### #$$ #
# ##    ###
#   #.#.###
##$ $ . $ #
## #### # #
#### ..   #
###########",11,11,6,0,"hard_negative",11567896717084404056
"###########
#   ### ###
#  .$   ###
#  $@     #
# ### #$$ #
# ##    ###
#   #.#.###
##  $ . $ #
## #### # #
#### ..   #
###########",11,11,6,1,"positive",11567896717084404056
"##############
### #  # ## ##
##  #      $ #
## @#  # ## ##
#  #    $ ## #
# .#  # #$#  #
# #####  .   #
# $.. $ ### ##
#    ## ## . #
#### ##   # ##
##############",14,11,5,0,"easy_negative",7714923625053346275
"########
#### ###
##.. ###
###    #
#  @   #
# #$ # #
#. $ $ #
# ##$ .#
#  #.# #
#  $   #
##     #
###   ##
##  ####
########",8,14,5,1,"positive",13857994495038646448
"##############
#.  . .  @####
###.$##### # #
### .##  . $ #
##.$$   $$$###
##   # ###  ##
##  ###      #
##############",14,8,7,0,"easy_negative",11831002498399797419
"########
#### ###
##.. ###
###    #
#  @   #
# #$ # #
#.   $ #
# ##$$.#
#  #.# #
#  $   #
##     #
###   ##
##  ####
########",8,14,5,1,"positive",13857994495038646448
"###########
#  #  ##  #
# ##  ##  #
#  #..##  #
#.    $  ##
#### #@  ##
#   $$   ##
##### #$ ##
# # ### ###
#  .$    ##
###  #. $ #
### $#   .#
# .  # ####
###########",11,14,7,0,"easy_negative",3443915197224533721
"########
#### ###
##.. ###
###    #
#  +   #
# #$ # #
#.   $ #
# ##$$ #
#  #.# #
#  $   #
##     #
###   ##
##  ####
########",8,14,5,1,"positive",13857994495038646448
"##############
#   ### ##.  #
# . ..#$##.$ #
#    ##$. $  #
# # $. .$ ## #
# # $#$ # ## #
# #      @   #
##############",14,8,8,0,"easy_negative",16743777012636515375
"########
# ###  #
# #### #
# @ #  #
#    # #
# #. # #
# $$ # #
#   #  #
#  ##$ #
# ###  #
#   .  #
#  $## #
#.  ##.#
########",8,14,4,1,"positive",2245421448988736
"########
# ###  #
# #### #
#   #  #
#    # #
# #. # #
# $$ # #
#  @#  #
#  ##$ #
# ###  #
#   .  #
#  $## #
#.  ##.#
########",8,14,4,1,"positive",2245421448988736
"########
# ###  #
# #### #
#   #  #
#    # #
# #. # #
# $$ # #
#   #  #
#  ##$ #
# ###  #
#   .  #
#  $##@#
#.  ##.#
########",8,14,4,1,"positive",2245421448988736
"########
# ###  #
# #### #
#   #  #
#    # #
# #. # #
# $$ # #
#   #  #
#. ##$ #
# ###  #
#   .  #
#  $##@#
#.  ## #
########",8,14,4,1,"positive",2245421448988736
"########
# ###  #
# #### #
#   #  #
#    # #
# #. # #
# $$ # #
#   #  #
#. ##$ #
#@###  #
#   .  #
#  $## #
#.  ## #
########",8,14,4,1,"positive",2245421448988736
"########
#  .  .#
# #$.$ #
# . ####
##$#  ##
# $$ .##
##@#  ##
########",8,8,5,0,"easy_negative",1236639304387127469
"########
#### ###
#  $  ##
# $. $ #
#   ## #
#.# #  #
# .@   #
####$.##
# #. .##
#  .  ##
# # $ ##
# #$$###
# #   ##
########",8,14,7,0,"easy_negative",15535008421609890266
"########
## ### #
# .@#  #
##.#   #
#. $ $ #
# #$$ ##
#   .###
########",8,8,4,0,"easy_negative",1164033671771123971
"##############
## # ##   # ##
#.   #### $  #
## #   ## # ##
#   ##  ##   #
# #$##. ## # #
# .$$$$  $   #
## # ##   .. #
#    ##.#.$ ##
##.#   ###@###
##############",14,11,8,0,"easy_negative",4853104719437320566
"##############
####    . #  #
# $ $.#$  ## #
#  $ ##  .# .#
##$####### $ #
#    #..     #
## #  @   ####
##############",14,8,6,0,"easy_negative",15412730528298570403
"##############
### ##.      #
###  @####$# #
#    ### #   #
#     $ $  $ #
##   $..  . ##
###.###### ###
##############",14,8,5,1,"positive",14007681278750672943
"##############
####       ###
## # #.### ###
# $##### # $ #
##  ##     # #
##  # $ #.####
##   ##@   # #
# $ .  ###   #
#.$ #  $   #.#
#.  ###      #
##############",14,11,6,0,"easy_negative",3053221855126293927
"##############
### ##.      #
###  @####$# #
#    ### #   #
#     * $  $ #
##   $.   . ##
###.###### ###
##############",14,8,5,1,"positive",14007681278750672943
"########
##  ...#
## #@ ##
# ##$###
#  ..$ #
# # ####
# $$$$.#
#  # $##
# $##.##
# .#####
########",8,11,8,0,"easy_negative",8095519760654743913
"##############
### ##.     .#
###  @####$# #
#    ### #   #
#     $ $  $ #
##   $.   . ##
###.###### ###
##############",14,8,5,1,"positive",14007681278750672943
"###########
#      #  #
## . # #  #
###    #  #
#@   ##   #
####$##$#.#
#.  $   $ #
## # $  ###
#. . #   ##
## #      #
###########",11,11,5,0,"easy_negative",4727023600946922754
"##############
### ##.     .#
###  @####$# #
#    ### #   #
#       $  $ #
##  $$.   . ##
###.###### ###
##############",14,8,5,0,"hard_negative",14007681278750672943
"##############
### ##.     .#
###  @####$# #
#    ### #   #
#     $    $ #
##  $$.   . ##
###.###### ###
##############",14,8,5,0,"hard_negative",14007681278750672943
"##############
### ##.     .#
###   ####$# #
#    ### #   #
#     $@$  $ #
##   $.   . ##
###.###### ###
##############",14,8,5,1,"positive",14007681278750672943
"##############
#.    #  ##  #
# #   # ###  #
#### ##  ##  #
#      .# $  #
# #$###### # #
#       #    #
#### $       #
## # #  ##.# #
##      ## . #
#     $#### ##
# # #    #####
#   ##      @#
##############",14,14,4,0,"easy_negative",12901415285989147825
"##############
### ##.     .#
###$  #### # #
#    ### #   #
#     $@$  $ #
##   $.   . ##
###.###### ###
##############",14,8,5,0,"hard_negative",14007681278750672943
"##############
### ##      .#
### . ####$# #
#    ### #   #
#     $@$  $ #
##   $.   . ##
###.###### ###
##############",14,8,5,1,"positive",14007681278750672943
"########
# .  ###
# # @###
# $  $ #
# #$#.##
#.#  ###
# #$# ##
### # ##
###$. .#
#   # ##
########",8,11,5,0,"easy_negative",7565737685429611086
"########
#### ###
##.. ###
###@   #
#  .   #
# #$ # #
#.   $ #
# ##$$ #
#  #.# #
#  $   #
##     #
###   ##
##  ####
########",8,14,5,1,"positive",13857994495038646448
"########
##  . ##
###.$.##
## $  ##
# $$## #
# $.#. #
#@     #
########",8,8,5,0,"easy_negative",1694610381321981129
"##############
###  .    ## #
### ###$# #  #
# .    $     #
# @ $$  ## ###
# ## #   #  ##
# ##.  . #   #
##############",14,8,4,1,"positive",17504599992921545262
"##############
###  .    ## #
### ###$# #  #
# .   @$     #
#   $$  ## ###
# ## #   #  ##
# ##.  . #   #
##############",14,8,4,1,"positive",17504599992921545262
"##############
###  .    ## #
### ###$# #  #
# .    $     #
#   $$  ## ###
# ## #   #  ##
# ##+  . #   #
##############",14,8,4,1,"positive",17504599992921545262
"##############
###  .    ## #
### ### # #  #
# .    $$    #
#   $$  ## ###
# ## #   #  ##
# ##+  . #   #
##############",14,8,4,1,"positive",17504599992921545262
"##############
###  .    ## #
### ### # #  #
# .    $$    #
#    $ $## ###
# ## #   #  ##
# ##+  . #   #
##############",14,8,4,0,"hard_negative",17504599992921545262
"##############
#.  # #####  #
#.#   $   #  #
#   # #   # @#
#      $   . #
####$# #  ####
## #   ## $$ #
## .# #  .   #
###. $. $ ## #
##  # ###### #
##############",14,11,7,0,"easy_negative",13725942990893096641
"##############
###       ## #
### ### # #  #
# .    $$    #
#   $$  ## ###
# ## #   #  ##
# ##+  . #.  #
##############",14,8,4,0,"hard_negative",17504599992921545262
"##############
###  .    ## #
### ### # #  #
# .    $$    #
#@  $$  ## ###
# ## #   #  ##
# ##.  . #   #
##############",14,8,4,1,"positive",17504599992921545262
"########
# #### #
# #### #
#.  $$@#
# ## $ #
# ###  #
# $ ## #
# $   ##
# #.. ##
# . .###
########",8,11,5,0,"easy_negative",436377539879039846
"##############
#      ##    #
#### ####$# .#
# $$ ## @ ## #
# ##  $.  .# #
# #####  # # #
#.      ## # #
##############",14,8,4,0,"easy_negative",2424728711431989320
"########
## # ###
#.$$$.##
## #####
##$$ ..#
##.$$#.#
##  @. #
########",8,8,7,0,"easy_negative",4859267063186418198
"##############
###        .##
## $$#   $ .##
#.$.   ###. ##
#  #$ # . $ ##
# ##  ##@.$###
#  #  ####  ##
##############",14,8,7,0,"easy_negative",10685068092164813636
"########
#### ###
##.. ###
###    #
#  .   #
# #$ # #
#.   $@#
# ##$$ #
#  #.# #
#  $   #
##     #
###   ##
##  ####
########",8,14,5,1,"positive",13857994495038646448
"########
##### ##
## #.  #
## .# ##
# $$#.##
# . $$ #
#  @# ##
########",8,8,4,0,"easy_negative",6096183492474355497
"########
# ##  ##
#  # $##
#.$.$.##
# .$@$.#
#   ## #
###### #
########",8,8,5,1,"positive",2658893592457397311
"########
# ##  ##
#  #  ##
#.$.$.##
# *$@$.#
#   ## #
###### #
########",8,8,5,0,"hard_negative",2658893592457397311
"########
# ##  ##
#  # $##
#.$.$*##
# .$@ .#
#   ## #
###### #
########",8,8,5,0,"hard_negative",2658893592457397311
"########
# ##  ##
#  # $##
#.$*$.##
# .$@ .#
#   ## #
###### #
########",8,8,5,0,"hard_negative",2658893592457397311
"########
# ##  ##
#  # $##
#.$.$.##
# .$@$ #
#   ## #
######.#
########",8,8,5,0,"hard_negative",2658893592457397311
"########
# ##  ##
#  # $##
#.$.$.##
# .$ $.#
#  @## #
###### #
########",8,8,5,0,"hard_negative",2658893592457397311
"########
# ##  ##
#  # $##
#.$*$.##
# . @$.#
#   ## #
###### #
########",8,8,5,0,"hard_negative",2658893592457397311
"########
# ##  ##
#  # $##
#. .$*##
# .$@$.#
#   ## #
###### #
########",8,8,5,0,"hard_negative",2658893592457397311
"########
# ##  ##
#  # $##
#.$*$.##
# .$@ .#
#   ## #
###### #
########",8,8,5,0,"hard_negative",2658893592457397311
"########
# ##  ##
#  # $##
# $.$.##
#..$@$.#
#   ## #
###### #
########",8,8,5,1,"positive",2658893592457397311
"########
# ##  ##
#  # $##
# $.$.##
# .$@$.#
#  .## #
###### #
########",8,8,5,1,"positive",2658893592457397311
"########
# ##  ##
#  # $##
# $+$.##
# .$ $.#
#  .## #
###### #
########",8,8,5,1,"positive",2658893592457397311
"########
# ##  ##
#  # $##
# $+$ ##
# .$.$.#
#  .## #
###### #
########",8,8,5,0,"hard_negative",2658893592457397311
"########
# ##  ##
#  # $##
# $+$.##
# .$ $.#
#.  ## #
###### #
########",8,8,5,0,"hard_negative",2658893592457397311
"########
# ##  ##
#  # $##
#  +$.##
# .$$$.#
#  .## #
###### #
########",8,8,5,0,"hard_negative",2658893592457397311
"########
# ##  ##
#  #$$##
# $+$.##
# .  $.#
#  .## #
###### #
########",8,8,5,0,"hard_negative",2658893592457397311
"########
#@##  ##
#  # $##
# $.$.##
# .$ $.#
#  .## #
###### #
########",8,8,5,1,"positive",2658893592457397311
"###########
#    ##   #
#  #@ #. ##
# ##  $ ###
#    ##   #
# ##  ## .#
# #########
# ## ..   #
#  ####$$ #
# $ $ $  .#
# ####$####
##  ##  #.#
###   .   #
###########",11,14,7,0,"easy_negative",11472938939153241794
"##############
##.    . #   #
## $$## @### #
## $ ## ####.#
#  # $  ..   #
#  ###$$## # #
#  ###  ##.  #
##############",14,8,6,0,"easy_negative",12024953660404793939
"###########
## ####. .#
# $  @#  ##
##$# $  ###
##$ #.# $ #
##$$  $ # #
##..#.#. .#
###########",11,8,8,0,"easy_negative",15135376234906331531
"##############
# .@  #   # ##
# ### # .$ $ #
#.#### #### ##
# ##    $  $ #
# # $    # # #
# ##### ##   #
#   ###     .#
# #     # ####
####         #
#    # .# ## #
##   # ##### #
#### #  #    #
##############",14,14,5,0,"easy_negative",11788069848348557233
"########
## # ###
#.  $ ##
## #.  #
### ## #
###$## #
#.     #
# @#  ##
#. #$ ##
# $#.$##
# $.   #
##  $. #
### ####
########",8,14,7,0,"easy_negative",15390904662323694689
"##############
#####     ## #
# @ #   #$## #
#   ##   . $ #
## $  $ #    #
### $ . #  # #
## .###.# $  #
## #   #     #
#    ###  .###
## # ###.  ###
##############",14,11,6,1,"positive",3169949928869494739
"##############
#####    .## #
# @ #   #$## #
#   ##     $ #
## $  $ #    #
### $ . #  # #
## .###.# $  #
## #   #     #
#    ###  .###
## # ###.  ###
##############",14,11,6,1,"positive",3169949928869494739
"##############
#####    .## #
# @ #   #$## #
#   ##     $ #
## $  $ #    #
### $ . #  # #
## .###.#    #
## #   #  $  #
#    ###  .###
## # ###.  ###
##############",14,11,6,1,"positive",3169949928869494739
"##############
#   # # #    #
# @$   .# ####
#   # # #   .#
## ##  $ ### #
#   # #  ##  #
##$# ##  #.  #
#    $.   ## #
# ##### #  # #
# ##    $$## #
#  # ###  ## #
#. #  ### ## #
# ##   #.    #
##############",14,14,6,0,"easy_negative",6821340819853484186
"###########
#   #####.#
# . $ ##  #
#         #
#  # ######
#  #.## # #
#  # @.$  #
#.$#  $ $##
## # #   ##
####    ###
###########",11,11,5,0,"easy_negative",469499085894111770
"##############
#####    .## #
# @ #   #$## #
#   ##     $ #
## $    #    #
### $ .$#  # #
## .###.#    #
## #   #  $  #
#    ###  .###
## # ###.  ###
##############",14,11,6,1,"positive",3169949928869494739
"###########
##.#      #
# $  ## # #
##$# ##   #
#   $  $. #
# #.    ###
#.  ###@###
###########",11,8,4,0,"easy_negative",11350695964409525731
"##############
### ### @ # ##
### #.#    $ #
# $ . #   # ##
# .    # # ###
#.. # $$$  ###
###### #$#   #
###  ## $##  #
###   #  ## ##
#   . .  #####
##############",14,11,7,0,"easy_negative",18228211846935287364
"##############
#####    .## #
#   #   #$## #
#   ##     $ #
## $    #    #
### $ .$#  # #
## .###.#    #
## #  @#  $  #
#    ###  .###
## # ###.  ###
##############",14,11,6,1,"positive",3169949928869494739
"##############
#  #   ## #.##
# .#.  ##  $ #
#..#$   @ # ##
## $$ #   $$ #
###   # #  . #
##    ########
##############",14,8,6,0,"easy_negative",3433428790518410603
"########
# ..   #
# # .$ #
#   ####
# #    #
# #$$ ##
# # ####
#.     #
#  $ #@#
#   ####
########",8,11,4,1,"positive",13119450974341771220
"########
# ..   #
# # .$ #
#   ####
# #    #
# #$  ##
# #$####
#.     #
#  $ #@#
#   ####
########",8,11,4,0,"hard_negative",13119450974341771220
"########
# .    #
# # .$.#
#   ####
# #    #
# #$$ ##
# # ####
#.     #
#  $ #@#
#   ####
########",8,11,4,0,"hard_negative",13119450974341771220
"########
# ..   #
# # .$ #
#   ####
# #    #
# #$$ ##
# # ####
#. $   #
#    #@#
#   ####
########",8,11,4,1,"positive",13119450974341771220
"########
# ..  @#
# # .$ #
#   ####
# #    #
# #$$ ##
# # ####
#. $   #
#    # #
#   ####
########",8,11,4,1,"positive",13119450974341771220
"########
# ..   #
# # .$ #
#@  ####
# #    #
# #$$ ##
# # ####
#. $   #
#    # #
#   ####
########",8,11,4,1,"positive",13119450974341771220
"########
# ..   #
#.#  $ #
#@  ####
# #    #
# #$$ ##
# # ####
#. $   #
#    # #
#   ####
########",8,11,4,1,"positive",13119450974341771220
"##############
# .     ### ##
#   .# $.# $ #
#######$ ##@##
#     $ $  $##
# ##.#$###  ##
# ##  . . . ##
##############",14,8,7,0,"easy_negative",9039546048353092923
"########
##     #
## $#. #
##. ##@#
# $ $  #
#  #.# #
# ##$$ #
#.#  ###
####. ##
# #  $ #
#   #  #
# # ##.#
#   #  #
########",8,14,6,0,"easy_negative",5418056353022168699
"###########
###  ##   #
###$$## # #
#         #
#  #   # ##
# ####    #
#  ### #$##
## ####.  #
#   # #####
## ##  # ##
#   ## $  #
#   # $@.##
#.   . .###
###########",11,14,5,0,"easy_negative",4482672876533303033
"##############
######## #  ##
# ..  $ .  $##
#    $ # #  ##
# ##  .#.$   #
#@#.$#$##  # #
# ##   #     #
##############",14,8,6,0,"easy_negative",10448812475041156494
"###########
##      ###
### ###$ ##
##.    .  #
##     #$##
###  #$ . #
##  $$ # ##
#  .# #.  #
###   @#  #
### # #####
###########",11,11,5,0,"easy_negative",15629465832332628700
"###########
### ###   #
##  . @   #
##$  $  $ #
#.  ##  ###
## $## $###
###   .. .#
###########",11,8,5,1,"positive",13757189835834699
"###########
### ###   #
##  .     #
##$  $  $ #
#.  ##  ###
##@$## $###
###   .. .#
###########",11,8,5,1,"positive",13757189835834699
"###########
### ###   #
##  .     #
##$  $ @$ #
#.  ##  ###
## $## $###
###   .. .#
###########",11,8,5,1,"positive",13757189835834699
"###########
### ###   #
##  .   $ #
##   $ @$ #
#.  ##  ###
## $## $###
###   .. .#
###########",11,8,5,1,"positive",13757189835834699
"##############
#### .      ##
#.  #   #  .##
# $ ## ###  ##
#   #. # #   #
# ### #@     #
#.###### #   #
#     $ $ # ##
# #$#   #  $ #
#   ## #### ##
##############",14,11,5,0,"easy_negative",3577871101172519291
"########
###. # #
## $$#@#
##$ $#.#
# .  $.#
# #  #.#
####   #
##.$$# #
### .# #
##   # #
########",8,11,7,0,"easy_negative",11075184275922401789
"###########
### ###   #
## $.   $ #
##     @$ #
#.  ##  ###
## $## $###
###   .. .#
###########",11,8,5,1,"positive",13757189835834699
"########
##@ .###
## $$###
###    #
#   #$##
#.## . #
# ### ##
########",8,8,3,0,"easy_negative",5213258017007311543
"###########
#      #  #
# # @$ # .#
# $ ####$ #
#.    .# ##
#### ##   #
# $$ ### ##
####  . $ #
# #  #### #
#.  $#### #
# ##.## #.#
# ##$##.# #
#       # #
###########",11,14,8,0,"easy_negative",7993420406076129308
"###########
## ########
# $.$$. $.#
## #.$$.  #
##  ####  #
###  $ ## #
##@.   # .#
###########",11,8,7,0,"easy_negative",9764475963363688323
"########
#.    @#
# #$.###
#. $ ###
##$# $ #
#      #
##.#   #
########",8,8,4,1,"positive",7074873428475477732
"########
#.     #
# #$.###
#. $ ###
##$# $ #
#  @   #
##.#   #
########",8,8,4,1,"positive",7074873428475477732
"########
#      #
# #$.###
#. $ ###
##$# $.#
#  @   #
##.#   #
########",8,8,4,1,"positive",7074873428475477732
"########
#@     #
# #$.###
#. $ ###
##$# $.#
#      #
##.#   #
########",8,8,4,1,"positive",7074873428475477732
"########
#      #
# #$.###
#. $ ###
##$# $.#
#     @#
##.#   #
########",8,8,4,1,"positive",7074873428475477732
"###########
#.##.  @ ##
# ## # # ##
# $$ . ####
# .$$$$  .#
###  # ####
###      .#
###########",11,8,6,0,"easy_negative",13255334085096733841
"###########
## #  .#.##
# $  # $$@#
## #####$##
##### #   #
##.$.$$.# #
### #.#.  #
###########",11,8,7,0,"easy_negative",3224129361812530469
"###########
##  ##.# ##
##$$# .$. #
##@. ###$##
# $ $ $   #
#  .#. #  #
#########.#
###########",11,8,7,0,"easy_negative",12788110455885558894
"##############
#   # #    ###
#    . ##   ##
#   # ### ## #
#  #  .$ $   #
## #.##### $ #
#### ##    $ #
#   @  ## #.##
# # # $  # . #
#   ## $### ##
### ##. .# $ #
##  ##   #   #
#        #####
##############",14,14,7,0,"easy_negative",14634754263364458870
"###########
#.@    . ##
# #$###$ ##
#. $ $$$###
# #####$. #
#.#  #  .##
# ##  .####
###########",11,8,7,0,"easy_negative",4800800559530423247
"###########
#. @###   #
#    #  ###
# $ # # ###
#  #      #
#  # #  # #
# $#      #
# .  #    #
# # ####  #
# $  # ## #
# $     ###
#.#. #  ###
####      #
###########",11,14,4,1,"positive",5773567434878240952
"###########
#  # ##. ##
#@##$.#$###
#  #   . ##
#    . $###
# #$##$$ ##
#.  ##  . #
###########",11,8,6,0,"easy_negative",6979554627405329134
"###########
#. @###   #
#    #  ###
# $ # # ###
#. #      #
#  # #  # #
# $#      #
# .  #    #
# # ####  #
# $  # ## #
# $     ###
#.#  #  ###
####      #
###########",11,14,4,1,"positive",5773567434878240952
"##############
#    #  .  ###
# ## #$##  ###
# ## # ##. .@#
#   ##  #$# ##
#  $# . #$####
#.  #   #   .#
##  $ ####  ##
##  $ ##   ###
##   ##     ##
##############",14,11,6,0,"easy_negative",485074167449093271
"###########
#. @###   #
#    #  ###
# $ # # ###
#. #.     #
#  # #  # #
# $#      #
#    #    #
# # ####  #
# $  # ## #
# $     ###
#.#  #  ###
####      #
###########",11,14,4,0,"hard_negative",5773567434878240952
"###########
#. @###   #
#    #  ###
# $ # # ###
#. #      #
#  # #  # #
# $#      #
# .  #    #
# # ####  #
# $  # ## #
# $     ###
# #  #  ###
####    . #
###########",11,14,4,0,"hard_negative",5773567434878240952
"###########
#.  ###   #
#    #  ###
# $ # # ###
#. #  @   #
#  # #  # #
# $#      #
# .  #    #
# # ####  #
# $  # ## #
# $     ###
#.#  #  ###
####      #
###########",11,14,4,1,"positive",5773567434878240952
"##############
## #  ## #   #
#   $ #   .# #
##$#  ## #   #
## $   ## # ##
##$ #.  #    #
##  ##.## # ##
#   ### ## $ #
## .  #.##   #
###@         #
###    ##  # #
###  # ##$ #.#
#          # #
##############",14,14,6,0,"easy_negative",12008446644169302310
"###########
#.  ###   #
#    #  ###
#   # # ###
#. #  @   #
#  # #$ # #
# $#      #
# .  #    #
# # ####  #
# $  # ## #
# $     ###
#.#  #  ###
####      #
###########",11,14,4,0,"hard_negative",5773567434878240952
"###########
#.  ###   #
#    #  ###
# $ # # ###
#.$#  @   #
#  # #  # #
#  #      #
# .  #    #
# # ####  #
# $  # ## #
# $     ###
#.#  #  ###
####      #
###########",11,14,4,1,"positive",5773567434878240952
"###########
#.  ###   #
#    #  ###
# $ # # ###
#.$#  @   #
#  # #  # #
#  #      #
# .  #    #
# # ####  #
# $  # ## #
#       ###
#.# $#  ###
####      #
###########",11,14,4,1,"positive",5773567434878240952
"##############
# #####   ####
# #  #.      #
# ## $ ###   #
# ##.#  ######
# #####  #  ##
#  $.#   $ ###
#@## ..# #   #
#  ### ### # #
### ##    ####
## $   # #   #
##     $$   .#
##  #### #   #
##############",14,14,6,0,"easy_negative",12222354485962749947
"##############
###   .#   ###
###$ #$##$ ###
#     $# $.. #
# @ $    $ .##
#  # ##.#.#.##
# ## ##   ####
##############",14,8,7,0,"easy_negative",17477877506059449145
"########
#.. ####
#   # ##
#  $#  #
## $@ .#
##$$#  #
##  ## #
# $ .  #
#    ###
####.###
########",8,11,5,1,"positive",17907031386372346367
"########
#.. ####
#   # ##
#  $#  #
##  @ .#
##$$#  #
##  ## #
# $ .$ #
#    ###
####.###
########",8,11,5,1,"positive",17907031386372346367
"########
#.. ####
#   # ##
#  $#  #
##  @ .#
##$$#  #
##  ## #
# $ .$ #
#   .###
#### ###
########",8,11,5,1,"positive",17907031386372346367
"########
#.. ####
#   # ##
#  $#  #
## $@ .#
##$ #  #
##  ## #
# $ .$ #
#   .###
#### ###
########",8,11,5,1,"positive",17907031386372346367
"########
#.. ####
#   # ##
#  $#$ #
## $@ .#
##  #  #
##  ## #
# $ .$ #
#   .###
#### ###
########",8,11,5,0,"hard_negative",17907031386372346367
"########
#.. ####
#   # ##
#   #  #
## $@ .#
##$ #  #
##  ## #
# $$.$ #
#   .###
#### ###
########",8,11,5,0,"hard_negative",17907031386372346367
"########
#.. ####
#   # ##
#  $#  #
## $@ .#
##$ #  #
##  ## #
# *  $ #
#   .###
#### ###
########",8,11,5,1,"positive",17907031386372346367
"########
##### ##
# @$$  #
#  $# ##
### #  #
## .#  #
#   #..#
# #### #
# #### #
# .$$ .#
# ## $##
##. $ ##
### . ##
########",8,14,7,0,"easy_negative",9829961067593718038
"########
#. ..  #
# $$$  #
# . ####
##@$$  #
### ####
##    .#
########",8,8,5,0,"easy_negative",8810808144721208239
"###########
#  ..@    #
#####  $# #
#   ## $$ #
# # ##  ###
# # #    ##
# #. ## $ #
##.# .    #
# $$ $ .# #
## ####  .#
###########",11,11,7,0,"easy_negative",3373191649113500946
"###########
##### #@###
##  . $ ###
### # #$$ #
##..##  $ #
## $. #$# #
### .##.  #
###########",11,8,6,0,"easy_negative",2700504324637374692
"###########
#   #######
# $@$ ## ##
#  .$###$ #
#.## . # ##
#.## $  $ #
#    . #.##
###########",11,8,6,0,"easy_negative",11780550244971317431
"########
#     .#
# $$####
#. @.  #
# # $  #
# #$$###
# #..###
########",8,8,5,1,"positive",11717029285049539447
"########
#     .#
# $ ####
#. @.  #
# #$$  #
# #$$###
# #..###
########",8,8,5,0,"hard_negative",11717029285049539447
"########
#     .#
# $$####
#.  .  #
# #@$  #
# #$$###
# #..###
########",8,8,5,1,"positive",11717029285049539447
"########
#   @ .#
# $$####
#.  .  #
# # $  #
# #$$###
# #..###
########",8,8,5,1,"positive",11717029285049539447
